Fecha,Estado,Sector, Crédito Real , Exportación Real 
01/07/2009,Ciudad de México , III. Sector servicios y otras actividades," $243,736.13 ", $5.59 
01/10/2009,Ciudad de México , III. Sector servicios y otras actividades," $248,841.96 ", $13.84 
01/01/2010,Ciudad de México , III. Sector servicios y otras actividades," $241,942.88 ", $0.55 
01/04/2010,Ciudad de México , III. Sector servicios y otras actividades," $249,371.23 ", $7.11 
01/07/2010,Ciudad de México , III. Sector servicios y otras actividades," $261,600.94 ", $5.65 
01/10/2010,Ciudad de México , III. Sector servicios y otras actividades," $260,911.50 ", $-   
01/01/2011,Ciudad de México , III. Sector servicios y otras actividades," $271,088.68 ", $-   
01/04/2011,Ciudad de México , III. Sector servicios y otras actividades," $275,617.65 ", $16.77 
01/07/2011,Ciudad de México , III. Sector servicios y otras actividades," $283,482.98 ", $-   
01/10/2011,Ciudad de México , III. Sector servicios y otras actividades," $294,076.03 ", $9.44 
01/01/2012,Ciudad de México , III. Sector servicios y otras actividades," $290,019.73 ", $10.87 
01/04/2012,Ciudad de México , III. Sector servicios y otras actividades," $300,699.70 ", $8.78 
01/07/2012,Ciudad de México , III. Sector servicios y otras actividades," $296,875.22 ", $10.96 
01/10/2012,Ciudad de México , III. Sector servicios y otras actividades," $301,383.70 ", $6.45 
01/01/2013,Ciudad de México , III. Sector servicios y otras actividades," $302,174.01 ", $9.89 
01/04/2013,Ciudad de México , III. Sector servicios y otras actividades," $328,029.23 ", $6.90 
01/07/2013,Ciudad de México , III. Sector servicios y otras actividades," $337,728.53 ", $18.66 
01/10/2013,Ciudad de México , III. Sector servicios y otras actividades," $358,427.40 ", $24.20 
01/01/2014,Ciudad de México , III. Sector servicios y otras actividades," $345,304.04 ", $6.25 
01/04/2014,Ciudad de México , III. Sector servicios y otras actividades," $356,556.88 ", $2.14 
01/07/2014,Ciudad de México , III. Sector servicios y otras actividades," $351,323.83 ", $9.79 
01/10/2014,Ciudad de México , III. Sector servicios y otras actividades," $363,735.08 ", $11.47 
01/01/2015,Ciudad de México , III. Sector servicios y otras actividades," $379,118.10 ", $9.26 
01/04/2015,Ciudad de México , III. Sector servicios y otras actividades," $373,386.12 ", $15.84 
01/07/2015,Ciudad de México , III. Sector servicios y otras actividades," $380,327.98 ", $7.94 
01/10/2015,Ciudad de México , III. Sector servicios y otras actividades," $421,736.45 ", $-   
01/01/2016,Ciudad de México , III. Sector servicios y otras actividades," $414,632.76 ", $11.96 
01/04/2016,Ciudad de México , III. Sector servicios y otras actividades," $432,290.48 ", $16.78 
01/07/2016,Ciudad de México , III. Sector servicios y otras actividades," $494,089.35 ", $15.05 
01/10/2016,Ciudad de México , III. Sector servicios y otras actividades," $505,826.97 ", $17.86 
01/01/2017,Ciudad de México , III. Sector servicios y otras actividades," $492,353.09 ", $4.08 
01/04/2017,Ciudad de México , III. Sector servicios y otras actividades," $491,004.49 ", $2.89 
01/07/2017,Ciudad de México , III. Sector servicios y otras actividades," $495,757.94 ", $3.28 
01/10/2017,Ciudad de México , III. Sector servicios y otras actividades," $518,821.24 ", $4.19 
01/01/2007,Coahuila ," I. Sector agropecuario, silvícola y pesquero"," $2,134.55 "," $36,332.72 "
01/04/2007,Coahuila ," I. Sector agropecuario, silvícola y pesquero"," $2,482.31 "," $43,199.97 "
01/07/2007,Coahuila ," I. Sector agropecuario, silvícola y pesquero"," $3,374.37 "," $52,896.04 "
01/10/2007,Coahuila ," I. Sector agropecuario, silvícola y pesquero"," $3,407.71 "," $59,699.30 "
01/01/2008,Coahuila ," I. Sector agropecuario, silvícola y pesquero"," $2,872.61 "," $56,956.49 "
01/04/2008,Coahuila ," I. Sector agropecuario, silvícola y pesquero"," $3,305.54 "," $59,734.23 "
01/07/2008,Coahuila ," I. Sector agropecuario, silvícola y pesquero"," $3,508.66 "," $51,706.39 "
01/10/2008,Coahuila ," I. Sector agropecuario, silvícola y pesquero"," $3,632.40 "," $67,254.91 "
01/01/2009,Coahuila ," I. Sector agropecuario, silvícola y pesquero"," $3,286.58 "," $41,191.08 "
01/04/2009,Coahuila ," I. Sector agropecuario, silvícola y pesquero"," $3,464.19 "," $32,925.62 "
01/07/2009,Coahuila ," I. Sector agropecuario, silvícola y pesquero"," $3,053.52 "," $42,930.25 "
01/10/2009,Coahuila ," I. Sector agropecuario, silvícola y pesquero"," $3,134.24 "," $53,247.96 "
01/01/2010,Coahuila ," I. Sector agropecuario, silvícola y pesquero"," $3,338.74 "," $56,466.30 "
01/04/2010,Coahuila ," I. Sector agropecuario, silvícola y pesquero"," $3,240.63 "," $60,586.28 "
01/07/2010,Coahuila ," I. Sector agropecuario, silvícola y pesquero"," $3,243.80 "," $64,144.74 "
01/10/2010,Coahuila ," I. Sector agropecuario, silvícola y pesquero"," $3,516.76 "," $65,072.36 "
01/01/2011,Coahuila ," I. Sector agropecuario, silvícola y pesquero"," $3,461.59 "," $60,594.09 "
01/04/2011,Coahuila ," I. Sector agropecuario, silvícola y pesquero"," $3,308.05 "," $66,653.58 "
01/07/2011,Coahuila ," I. Sector agropecuario, silvícola y pesquero"," $3,066.68 "," $66,330.58 "
01/10/2011,Coahuila ," I. Sector agropecuario, silvícola y pesquero"," $3,744.20 "," $75,995.58 "
01/01/2012,Coahuila ," I. Sector agropecuario, silvícola y pesquero"," $3,459.31 "," $77,334.27 "
01/04/2012,Coahuila ," I. Sector agropecuario, silvícola y pesquero"," $2,678.99 "," $86,987.78 "
01/07/2012,Coahuila ," I. Sector agropecuario, silvícola y pesquero"," $2,849.62 "," $84,159.90 "
01/10/2012,Coahuila ," I. Sector agropecuario, silvícola y pesquero"," $2,643.83 "," $82,771.02 "
01/01/2013,Coahuila ," I. Sector agropecuario, silvícola y pesquero"," $2,468.49 "," $75,588.81 "
01/04/2013,Coahuila ," I. Sector agropecuario, silvícola y pesquero"," $2,932.82 "," $84,011.06 "
01/07/2013,Coahuila ," I. Sector agropecuario, silvícola y pesquero"," $2,988.14 "," $91,181.01 "
01/10/2013,Coahuila ," I. Sector agropecuario, silvícola y pesquero"," $3,078.50 "," $97,134.74 "
01/01/2014,Coahuila ," I. Sector agropecuario, silvícola y pesquero"," $2,918.97 "," $83,399.26 "
01/04/2014,Coahuila ," I. Sector agropecuario, silvícola y pesquero"," $3,220.80 "," $94,993.62 "
01/07/2014,Coahuila ," I. Sector agropecuario, silvícola y pesquero"," $2,752.56 "," $92,365.96 "
01/10/2014,Coahuila ," I. Sector agropecuario, silvícola y pesquero"," $3,542.62 "," $100,034.44 "
01/01/2015,Coahuila ," I. Sector agropecuario, silvícola y pesquero"," $4,340.66 "," $102,290.93 "
01/04/2015,Coahuila ," I. Sector agropecuario, silvícola y pesquero"," $4,606.55 "," $114,046.68 "
01/07/2015,Coahuila ," I. Sector agropecuario, silvícola y pesquero"," $4,884.16 "," $116,658.49 "
01/10/2015,Coahuila ," I. Sector agropecuario, silvícola y pesquero"," $4,521.11 "," $120,450.36 "
01/01/2016,Coahuila ," I. Sector agropecuario, silvícola y pesquero"," $4,172.30 "," $119,154.31 "
01/04/2016,Coahuila ," I. Sector agropecuario, silvícola y pesquero"," $4,240.21 "," $124,229.50 "
01/07/2016,Coahuila ," I. Sector agropecuario, silvícola y pesquero"," $3,824.75 "," $136,191.16 "
01/10/2016,Coahuila ," I. Sector agropecuario, silvícola y pesquero"," $3,751.69 "," $147,512.46 "
01/01/2017,Coahuila ," I. Sector agropecuario, silvícola y pesquero"," $3,652.10 "," $132,427.84 "
01/04/2017,Coahuila ," I. Sector agropecuario, silvícola y pesquero"," $3,863.27 "," $125,039.71 "
01/07/2017,Coahuila ," I. Sector agropecuario, silvícola y pesquero"," $3,876.37 "," $118,978.61 "
01/10/2017,Coahuila ," I. Sector agropecuario, silvícola y pesquero"," $3,946.23 "," $136,344.61 "
01/01/2015,Coahuila , II. Sector industrial," $8,764.13 "," $17,711.83 "
01/04/2015,Coahuila , II. Sector industrial," $8,231.65 "," $18,849.19 "
01/07/2015,Coahuila , II. Sector industrial," $8,280.22 "," $20,073.46 "
01/10/2015,Coahuila , II. Sector industrial," $7,925.83 "," $18,312.92 "
01/01/2016,Coahuila , II. Sector industrial," $7,066.25 "," $21,243.43 "
01/04/2016,Coahuila , II. Sector industrial," $7,228.85 "," $20,601.94 "
01/07/2016,Coahuila , II. Sector industrial," $6,759.81 "," $21,745.35 "
01/10/2016,Coahuila , II. Sector industrial," $5,544.57 "," $23,340.59 "
01/01/2017,Coahuila , II. Sector industrial," $6,833.79 "," $27,733.81 "
01/04/2017,Coahuila , II. Sector industrial," $6,682.10 "," $26,440.86 "
01/07/2017,Coahuila , II. Sector industrial," $6,806.21 "," $24,102.43 "
01/10/2017,Coahuila , II. Sector industrial," $6,562.43 "," $25,618.94 "
01/01/2007,Coahuila , II. Sector industrial," $2,935.67 "," $13,659.44 "
01/04/2007,Coahuila , II. Sector industrial," $3,375.31 "," $14,302.47 "
01/07/2007,Coahuila , II. Sector industrial," $4,460.11 "," $13,641.82 "
01/10/2007,Coahuila , II. Sector industrial," $4,807.70 "," $14,038.12 "
01/01/2008,Coahuila , II. Sector industrial," $5,183.92 "," $15,714.19 "
01/04/2008,Coahuila , II. Sector industrial," $5,678.96 "," $15,775.01 "
01/07/2008,Coahuila , II. Sector industrial," $6,905.81 "," $12,801.05 "
01/10/2008,Coahuila , II. Sector industrial," $7,685.41 "," $14,653.65 "
01/01/2009,Coahuila , II. Sector industrial," $6,814.92 "," $11,010.11 "
01/04/2009,Coahuila , II. Sector industrial," $7,669.18 "," $9,607.63 "
01/07/2009,Coahuila , II. Sector industrial," $7,743.39 "," $12,493.96 "
01/10/2009,Coahuila , II. Sector industrial," $8,637.62 "," $16,225.04 "
01/01/2010,Coahuila , II. Sector industrial," $6,840.49 "," $13,450.86 "
01/04/2010,Coahuila , II. Sector industrial," $6,657.26 "," $14,987.47 "
01/07/2010,Coahuila , II. Sector industrial," $7,000.86 "," $16,273.32 "
01/10/2010,Coahuila , II. Sector industrial," $6,821.71 "," $18,967.91 "
01/01/2011,Coahuila , II. Sector industrial," $6,439.55 "," $19,130.67 "
01/04/2011,Coahuila , II. Sector industrial," $6,531.11 "," $21,844.97 "
01/07/2011,Coahuila , II. Sector industrial," $8,329.27 "," $22,610.78 "
01/10/2011,Coahuila , II. Sector industrial," $8,131.96 "," $22,664.16 "
01/01/2012,Coahuila , II. Sector industrial," $7,820.17 "," $24,044.17 "
01/04/2012,Coahuila , II. Sector industrial," $8,893.53 "," $22,467.38 "
01/07/2012,Coahuila , II. Sector industrial," $9,176.67 "," $22,656.38 "
01/10/2012,Coahuila , II. Sector industrial," $9,032.08 "," $22,450.98 "
01/01/2013,Coahuila , II. Sector industrial," $7,801.07 "," $19,600.90 "
01/04/2013,Coahuila , II. Sector industrial," $7,935.97 "," $18,434.00 "
01/07/2013,Coahuila , II. Sector industrial," $7,528.82 "," $18,850.07 "
01/10/2013,Coahuila , II. Sector industrial," $8,280.90 "," $14,031.80 "
01/01/2014,Coahuila , II. Sector industrial," $7,847.23 "," $17,206.27 "
01/04/2014,Coahuila , II. Sector industrial," $7,422.95 "," $17,682.12 "
01/07/2014,Coahuila , II. Sector industrial," $7,307.33 "," $17,442.07 "
01/10/2014,Coahuila , II. Sector industrial," $9,020.42 "," $17,848.31 "
01/01/2007,Coahuila , III. Sector servicios y otras actividades," $5,311.35 ", $41.13 
01/04/2007,Coahuila , III. Sector servicios y otras actividades," $5,788.12 ", $29.21 
01/07/2007,Coahuila , III. Sector servicios y otras actividades," $6,708.39 ", $33.06 
01/10/2007,Coahuila , III. Sector servicios y otras actividades," $6,669.61 ", $21.98 
01/01/2008,Coahuila , III. Sector servicios y otras actividades," $6,501.44 ", $7.76 
01/04/2008,Coahuila , III. Sector servicios y otras actividades," $6,952.33 ", $14.13 
01/07/2008,Coahuila , III. Sector servicios y otras actividades," $7,604.02 ", $34.83 
01/10/2008,Coahuila , III. Sector servicios y otras actividades," $6,904.95 ", $20.25 
01/01/2009,Coahuila , III. Sector servicios y otras actividades," $6,529.26 ", $10.70 
01/04/2009,Coahuila , III. Sector servicios y otras actividades," $6,373.84 ", $16.63 
01/07/2009,Coahuila , III. Sector servicios y otras actividades," $5,461.99 ", $7.73 
01/10/2009,Coahuila , III. Sector servicios y otras actividades," $5,960.64 ", $26.52 
01/01/2010,Coahuila , III. Sector servicios y otras actividades," $6,313.78 ", $43.35 
01/04/2010,Coahuila , III. Sector servicios y otras actividades," $6,294.21 ", $17.45 
01/07/2010,Coahuila , III. Sector servicios y otras actividades," $6,434.56 ", $76.26 
01/10/2010,Coahuila , III. Sector servicios y otras actividades," $6,438.35 ", $30.45 
01/01/2011,Coahuila , III. Sector servicios y otras actividades," $6,113.74 ", $32.04 
01/04/2011,Coahuila , III. Sector servicios y otras actividades," $6,201.00 ", $37.64 
01/07/2011,Coahuila , III. Sector servicios y otras actividades," $6,095.02 ", $85.90 
01/10/2011,Coahuila , III. Sector servicios y otras actividades," $6,245.86 ", $86.30 
01/01/2012,Coahuila , III. Sector servicios y otras actividades," $6,593.93 ", $158.64 
01/04/2012,Coahuila , III. Sector servicios y otras actividades," $6,373.87 ", $137.60 
01/07/2012,Coahuila , III. Sector servicios y otras actividades," $6,611.36 ", $131.76 
01/10/2012,Coahuila , III. Sector servicios y otras actividades," $6,746.45 ", $147.99 
01/01/2013,Coahuila , III. Sector servicios y otras actividades," $7,207.10 ", $82.14 
01/04/2013,Coahuila , III. Sector servicios y otras actividades," $7,418.01 ", $82.10 
01/07/2013,Coahuila , III. Sector servicios y otras actividades," $7,964.41 ", $85.46 
01/10/2013,Coahuila , III. Sector servicios y otras actividades," $8,359.30 ", $84.37 
01/01/2014,Coahuila , III. Sector servicios y otras actividades," $8,261.54 ", $90.69 
01/04/2014,Coahuila , III. Sector servicios y otras actividades," $8,694.32 ", $109.99 
01/07/2014,Coahuila , III. Sector servicios y otras actividades," $8,359.75 ", $114.02 
01/10/2014,Coahuila , III. Sector servicios y otras actividades," $8,609.18 ", $111.65 
01/01/2015,Coahuila , III. Sector servicios y otras actividades," $8,506.42 ", $63.45 
01/04/2015,Coahuila , III. Sector servicios y otras actividades," $9,149.44 ", $79.00 
01/07/2015,Coahuila , III. Sector servicios y otras actividades," $9,229.54 ", $451.21 
01/10/2015,Coahuila , III. Sector servicios y otras actividades," $9,351.62 ", $511.27 
01/01/2016,Coahuila , III. Sector servicios y otras actividades," $8,775.38 ", $489.33 
01/04/2016,Coahuila , III. Sector servicios y otras actividades," $8,908.77 ", $437.94 
01/07/2016,Coahuila , III. Sector servicios y otras actividades," $8,867.68 ", $473.42 
01/10/2016,Coahuila , III. Sector servicios y otras actividades," $10,649.02 ", $441.97 
01/01/2017,Coahuila , III. Sector servicios y otras actividades," $10,209.75 ", $549.85 
01/04/2017,Coahuila , III. Sector servicios y otras actividades," $10,259.02 ", $488.45 
01/07/2017,Coahuila , III. Sector servicios y otras actividades," $11,155.57 ", $330.28 
01/10/2017,Coahuila , III. Sector servicios y otras actividades," $11,593.73 ", $424.09 
01/01/2009,Colima ," I. Sector agropecuario, silvícola y pesquero", $200.12 , $10.08 
01/10/2013,Colima ," I. Sector agropecuario, silvícola y pesquero", $363.60 , $23.59 
01/01/2014,Colima ," I. Sector agropecuario, silvícola y pesquero", $395.81 , $8.88 
01/04/2014,Colima ," I. Sector agropecuario, silvícola y pesquero", $413.75 , $18.51 
01/10/2015,Colima ," I. Sector agropecuario, silvícola y pesquero", $873.74 , $0.06 
01/01/2016,Colima ," I. Sector agropecuario, silvícola y pesquero", $845.43 , $1.51 
01/01/2017,Colima ," I. Sector agropecuario, silvícola y pesquero", $738.40 , $-   
01/10/2017,Colima ," I. Sector agropecuario, silvícola y pesquero", $743.84 , $0.59 
01/01/2007,Colima , II. Sector industrial, $205.55 , $63.10 
01/04/2007,Colima , II. Sector industrial, $283.24 , $70.35 
01/07/2007,Colima , II. Sector industrial, $423.10 , $173.90 
01/10/2007,Colima , II. Sector industrial, $489.03 , $142.39 
01/01/2008,Colima , II. Sector industrial, $442.26 , $89.86 
01/04/2008,Colima , II. Sector industrial, $579.24 , $152.15 
01/07/2008,Colima , II. Sector industrial, $621.44 , $183.78 
01/10/2008,Colima , II. Sector industrial, $579.94 , $184.97 
01/01/2009,Colima , II. Sector industrial, $592.68 , $131.59 
01/04/2009,Colima , II. Sector industrial, $620.43 , $175.36 
01/07/2009,Colima , II. Sector industrial, $467.54 , $148.66 
01/10/2009,Colima , II. Sector industrial, $609.71 , $135.64 
01/07/2010,Colima , II. Sector industrial, $635.07 , $211.93 
01/10/2010,Colima , II. Sector industrial, $620.10 , $196.68 
01/01/2011,Colima , II. Sector industrial, $657.41 , $93.25 
01/04/2011,Colima , II. Sector industrial, $681.33 , $202.26 
01/07/2011,Colima , II. Sector industrial, $682.81 , $237.15 
01/10/2011,Colima , II. Sector industrial, $699.77 , $191.73 
01/01/2012,Colima , II. Sector industrial, $753.78 , $286.32 
01/04/2012,Colima , II. Sector industrial, $731.70 , $367.58 
01/07/2012,Colima , II. Sector industrial," $1,105.58 ", $383.80 
01/10/2012,Colima , II. Sector industrial," $1,423.95 ", $369.61 
01/01/2013,Colima , II. Sector industrial," $1,443.55 ", $347.40 
01/04/2013,Colima , II. Sector industrial," $1,416.58 ", $424.24 
01/07/2013,Colima , II. Sector industrial," $1,395.02 ", $403.98 
01/10/2013,Colima , II. Sector industrial," $1,152.00 ", $505.17 
01/01/2014,Colima , II. Sector industrial," $1,045.75 ", $300.87 
01/04/2014,Colima , II. Sector industrial," $1,100.77 ", $307.91 
01/07/2014,Colima , II. Sector industrial," $1,140.59 ", $463.75 
01/10/2014,Colima , II. Sector industrial," $1,098.53 ", $417.48 
01/01/2015,Colima , II. Sector industrial," $1,000.65 ", $404.28 
01/04/2015,Colima , II. Sector industrial," $1,063.39 ", $488.98 
01/07/2015,Colima , II. Sector industrial," $1,071.67 ", $514.81 
01/10/2015,Colima , II. Sector industrial, $964.33 , $413.55 
01/01/2016,Colima , II. Sector industrial, $930.75 , $384.88 
01/04/2016,Colima , II. Sector industrial, $785.64 , $400.92 
01/07/2016,Colima , II. Sector industrial," $1,218.72 ", $398.60 
01/10/2016,Colima , II. Sector industrial," $1,272.78 ", $435.10 
01/01/2017,Colima , II. Sector industrial," $1,162.10 ", $357.81 
01/04/2017,Colima , II. Sector industrial," $1,092.15 ", $489.56 
01/07/2017,Colima , II. Sector industrial," $1,293.15 ", $364.07 
01/10/2017,Colima , II. Sector industrial," $1,381.51 ", $312.04 
01/01/2010,Colima , II. Sector industrial, $595.86 , $77.02 
01/04/2010,Colima , II. Sector industrial, $620.18 , $82.44 
01/01/2007,Colima , III. Sector servicios y otras actividades, $579.76 , $105.76 
01/04/2007,Colima , III. Sector servicios y otras actividades, $768.43 , $236.76 
01/07/2007,Colima , III. Sector servicios y otras actividades, $967.27 , $172.68 
01/10/2007,Colima , III. Sector servicios y otras actividades," $1,249.02 ", $163.67 
01/01/2008,Colima , III. Sector servicios y otras actividades," $1,152.75 ", $145.46 
01/04/2008,Colima , III. Sector servicios y otras actividades," $1,108.00 ", $148.94 
01/07/2008,Colima , III. Sector servicios y otras actividades," $1,086.43 ", $106.29 
01/10/2008,Colima , III. Sector servicios y otras actividades," $1,223.32 ", $161.29 
01/01/2009,Colima , III. Sector servicios y otras actividades," $1,167.89 ", $139.86 
01/04/2009,Colima , III. Sector servicios y otras actividades," $1,166.50 ", $80.08 
01/07/2009,Colima , III. Sector servicios y otras actividades, $793.59 , $212.97 
01/10/2009,Colima , III. Sector servicios y otras actividades," $1,170.19 ", $250.28 
01/01/2010,Colima , III. Sector servicios y otras actividades," $1,092.23 ", $254.64 
01/04/2010,Colima , III. Sector servicios y otras actividades," $1,187.40 ", $259.59 
01/07/2010,Colima , III. Sector servicios y otras actividades," $1,209.91 ", $227.59 
01/10/2010,Colima , III. Sector servicios y otras actividades," $1,276.78 ", $213.91 
01/01/2011,Colima , III. Sector servicios y otras actividades," $1,166.11 ", $282.48 
01/04/2011,Colima , III. Sector servicios y otras actividades," $1,220.11 ", $263.28 
01/07/2011,Colima , III. Sector servicios y otras actividades," $1,344.70 ", $247.49 
01/10/2011,Colima , III. Sector servicios y otras actividades," $1,472.87 ", $349.41 
01/01/2012,Colima , III. Sector servicios y otras actividades," $1,406.22 ", $346.55 
01/04/2012,Colima , III. Sector servicios y otras actividades," $1,632.59 ", $395.83 
01/07/2012,Colima , III. Sector servicios y otras actividades," $1,762.11 ", $378.18 
01/10/2012,Colima , III. Sector servicios y otras actividades," $1,988.76 ", $428.65 
01/01/2013,Colima , III. Sector servicios y otras actividades," $1,895.16 ", $298.67 
01/04/2013,Colima , III. Sector servicios y otras actividades," $2,152.62 ", $479.63 
01/07/2013,Colima , III. Sector servicios y otras actividades," $2,251.85 ", $463.76 
01/10/2013,Colima , III. Sector servicios y otras actividades," $2,428.60 ", $624.50 
01/01/2014,Colima , III. Sector servicios y otras actividades," $2,111.64 ", $374.76 
01/04/2014,Colima , III. Sector servicios y otras actividades," $2,049.69 ", $435.07 
01/07/2014,Colima , III. Sector servicios y otras actividades," $1,991.47 ", $560.06 
01/10/2014,Colima , III. Sector servicios y otras actividades," $2,204.14 ", $527.67 
01/01/2015,Colima , III. Sector servicios y otras actividades," $2,346.13 ", $501.93 
01/04/2015,Colima , III. Sector servicios y otras actividades," $2,680.62 ", $561.97 
01/07/2015,Colima , III. Sector servicios y otras actividades," $2,771.05 ", $787.65 
01/10/2015,Colima , III. Sector servicios y otras actividades," $2,497.00 ", $537.70 
01/01/2016,Colima , III. Sector servicios y otras actividades," $2,176.90 ", $609.19 
01/04/2016,Colima , III. Sector servicios y otras actividades," $2,032.46 ", $672.97 
01/07/2016,Colima , III. Sector servicios y otras actividades," $1,854.71 ", $789.55 
01/10/2016,Colima , III. Sector servicios y otras actividades," $1,990.55 ", $759.25 
01/01/2017,Colima , III. Sector servicios y otras actividades," $1,943.72 ", $208.60 
01/04/2017,Colima , III. Sector servicios y otras actividades," $2,310.10 ", $39.20 
01/07/2017,Colima , III. Sector servicios y otras actividades," $2,462.66 ", $231.70 
01/10/2017,Colima , III. Sector servicios y otras actividades," $2,762.44 ", $116.20 
01/01/2007,Durango ," I. Sector agropecuario, silvícola y pesquero"," $1,052.78 "," $2,073.49 "
01/04/2007,Durango ," I. Sector agropecuario, silvícola y pesquero", $988.73 ," $2,314.62 "
01/07/2007,Durango ," I. Sector agropecuario, silvícola y pesquero"," $1,553.10 "," $3,115.02 "
01/10/2007,Durango ," I. Sector agropecuario, silvícola y pesquero"," $1,682.56 "," $3,060.32 "
01/01/2008,Durango ," I. Sector agropecuario, silvícola y pesquero"," $1,554.97 "," $2,045.69 "
01/04/2008,Durango ," I. Sector agropecuario, silvícola y pesquero"," $1,621.60 "," $2,722.13 "
01/07/2008,Durango ," I. Sector agropecuario, silvícola y pesquero"," $1,731.43 "," $3,112.54 "
01/10/2008,Durango ," I. Sector agropecuario, silvícola y pesquero"," $1,812.49 "," $3,390.80 "
01/01/2009,Durango ," I. Sector agropecuario, silvícola y pesquero"," $1,605.18 "," $2,607.30 "
01/04/2009,Durango ," I. Sector agropecuario, silvícola y pesquero"," $1,586.08 "," $2,373.98 "
01/07/2009,Durango ," I. Sector agropecuario, silvícola y pesquero"," $1,537.09 "," $2,449.73 "
01/10/2009,Durango ," I. Sector agropecuario, silvícola y pesquero"," $1,527.83 "," $2,593.30 "
01/01/2010,Durango ," I. Sector agropecuario, silvícola y pesquero"," $1,413.43 "," $1,992.87 "
01/04/2010,Durango ," I. Sector agropecuario, silvícola y pesquero"," $1,437.32 "," $2,150.97 "
01/07/2010,Durango ," I. Sector agropecuario, silvícola y pesquero"," $1,470.07 "," $2,685.63 "
01/10/2010,Durango ," I. Sector agropecuario, silvícola y pesquero"," $1,471.81 "," $2,887.28 "
01/01/2011,Durango ," I. Sector agropecuario, silvícola y pesquero"," $1,336.14 "," $1,716.56 "
01/04/2011,Durango ," I. Sector agropecuario, silvícola y pesquero"," $1,454.51 "," $1,701.21 "
01/07/2011,Durango ," I. Sector agropecuario, silvícola y pesquero"," $1,423.83 "," $1,993.62 "
01/10/2011,Durango ," I. Sector agropecuario, silvícola y pesquero"," $1,473.72 "," $2,091.70 "
01/01/2012,Durango ," I. Sector agropecuario, silvícola y pesquero"," $1,383.62 "," $2,115.52 "
01/04/2012,Durango ," I. Sector agropecuario, silvícola y pesquero"," $1,522.67 "," $2,082.91 "
01/07/2012,Durango ," I. Sector agropecuario, silvícola y pesquero"," $1,490.28 "," $2,128.38 "
01/10/2012,Durango ," I. Sector agropecuario, silvícola y pesquero"," $1,283.64 "," $1,916.36 "
01/01/2013,Durango ," I. Sector agropecuario, silvícola y pesquero"," $1,305.08 "," $2,207.29 "
01/04/2013,Durango ," I. Sector agropecuario, silvícola y pesquero"," $1,423.41 "," $2,343.55 "
01/07/2013,Durango ," I. Sector agropecuario, silvícola y pesquero"," $1,444.22 "," $2,446.06 "
01/10/2013,Durango ," I. Sector agropecuario, silvícola y pesquero"," $1,423.00 "," $2,804.90 "
01/01/2014,Durango ," I. Sector agropecuario, silvícola y pesquero"," $1,323.60 "," $2,354.33 "
01/04/2014,Durango ," I. Sector agropecuario, silvícola y pesquero"," $1,392.70 "," $2,783.06 "
01/07/2014,Durango ," I. Sector agropecuario, silvícola y pesquero"," $1,315.46 "," $3,121.47 "
01/10/2014,Durango ," I. Sector agropecuario, silvícola y pesquero"," $1,286.96 "," $3,285.53 "
01/01/2015,Durango ," I. Sector agropecuario, silvícola y pesquero"," $1,830.81 "," $3,423.45 "
01/04/2015,Durango ," I. Sector agropecuario, silvícola y pesquero"," $2,051.40 "," $4,197.26 "
01/07/2015,Durango ," I. Sector agropecuario, silvícola y pesquero"," $2,259.81 "," $4,127.20 "
01/10/2015,Durango ," I. Sector agropecuario, silvícola y pesquero"," $2,400.64 "," $3,986.03 "
01/01/2016,Durango ," I. Sector agropecuario, silvícola y pesquero"," $2,398.66 "," $3,730.05 "
01/04/2016,Durango ," I. Sector agropecuario, silvícola y pesquero"," $2,658.16 "," $3,948.78 "
01/07/2016,Durango ," I. Sector agropecuario, silvícola y pesquero"," $2,371.72 "," $4,018.58 "
01/10/2016,Durango ," I. Sector agropecuario, silvícola y pesquero"," $2,484.55 "," $3,789.58 "
01/01/2017,Durango ," I. Sector agropecuario, silvícola y pesquero"," $2,316.46 "," $3,853.28 "
01/04/2017,Durango ," I. Sector agropecuario, silvícola y pesquero"," $2,817.83 "," $3,674.00 "
01/07/2017,Durango ," I. Sector agropecuario, silvícola y pesquero"," $2,753.18 "," $3,609.24 "
01/10/2017,Durango ," I. Sector agropecuario, silvícola y pesquero"," $2,862.00 "," $3,744.02 "
01/01/2007,Durango , II. Sector industrial," $1,221.44 ", $201.12 
01/04/2007,Durango , II. Sector industrial," $2,094.16 ", $227.20 
01/07/2007,Durango , II. Sector industrial," $2,029.57 ", $331.76 
01/10/2007,Durango , II. Sector industrial," $3,325.13 ", $342.05 
01/01/2008,Durango , II. Sector industrial," $4,064.67 ", $288.88 
01/04/2008,Durango , II. Sector industrial," $4,951.70 ", $354.84 
01/07/2008,Durango , II. Sector industrial," $5,803.71 ", $414.42 
01/10/2008,Durango , II. Sector industrial," $6,716.94 ", $369.05 
01/01/2009,Durango , II. Sector industrial," $7,564.77 ", $522.94 
01/04/2009,Durango , II. Sector industrial," $8,464.69 ", $803.08 
01/07/2009,Durango , II. Sector industrial," $6,718.78 ", $738.11 
01/10/2009,Durango , II. Sector industrial," $8,324.18 ", $781.34 
01/01/2010,Durango , II. Sector industrial," $4,182.61 ", $941.36 
01/04/2010,Durango , II. Sector industrial," $4,147.23 "," $1,273.03 "
